Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Ram_GB,Memory,Gpu,OpSys,Weight_kg,CPU_GHz,ScreenWidth_px,ScreenHeight_px,Touchscreen,IPS,CPU_Brand,GPU_Brand,Price
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,2.9,1920,1080,0,1,Intel,Intel,81731.52
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.65,2.5,1920,1080,0,0,Intel,Intel,71661.6
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.36,1.8,1920,1080,0,0,Intel,AMD,52161.12
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,4.0,500GB HDD,Intel HD Graphics 405,Windows 10,1.47,1.6,1366,768,1,0,Intel,Intel,25521.12
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,2.7,1920,1080,0,1,Intel,Nvidia,109010.88
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252,2.2,2256,1504,1,0,Intel,Intel,52693.92
Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,8.0,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2.5,2256,1504,1,0,Intel,Intel,95850.72
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,2.0,1600,900,0,0,Intel,Intel,34093.872
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,2.0,1920,1080,0,0,Intel,Nvidia,28984.32
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,1.6,1366,768,0,0,Intel,Intel,23176.8
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,2.5,1920,1080,0,0,Intel,Intel,39906.72
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,AMD Radeon R7 M460,No OS,1.5,2.7,1920,1080,0,1,Intel,AMD,42570.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,8.0,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67,2.9,1920,1080,0,0,Intel,Nvidia,111355.2
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.0,1.1,1366,768,0,0,Intel,Intel,16197.12
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,2.0,1366,768,0,0,Intel,Nvidia,24988.32
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,2TB HDD,AMD Radeon 530,Windows 10,2.02,1.6,1920,1080,0,0,Intel,AMD,40439.52
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,2.8,1920,1080,0,1,Intel,Nvidia,90522.72
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12GB,12.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,2.6,2560,1440,0,1,Intel,Intel,98994.24
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.29,1.8,3840,2160,1,1,Intel,Intel,106506.72
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,500GB HDD,AMD FirePro W4190M ,Windows 10,1.9,2.5,1920,1080,0,0,Intel,AMD,61485.12
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,8.0,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1.2,2400,1600,1,0,Intel,Intel,67932.0
Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42,1.6,1920,1080,1,0,Intel,Intel,98133.768
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,12.0,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10,2.06,2.6,3840,2160,0,1,Intel,Intel,69210.72
Dell,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8GB,8.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.79,2.3,1366,768,0,0,Intel,Intel,39427.2
Dell,Workstation,,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,2.8,1920,1080,0,0,Intel,Nvidia,128298.24
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,180GB SSD,Intel HD Graphics 620,Windows 10,1.7,2.5,1920,1080,0,0,Intel,Intel,72673.92
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,2.5,1920,1080,0,1,Intel,Intel,89084.16
Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.16,1.8,1920,1080,0,1,Intel,Nvidia,67239.36
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,2.4,1366,768,0,0,Intel,Intel,31254.048
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,128GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1.6,1920,1080,0,1,Intel,Intel,38681.28
Chuwi,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,4.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89,1.44,1920,1080,0,0,Intel,Intel,13261.392
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.3,2.0,1366,768,0,0,Intel,Intel,30103.2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75,1.6,1920,1080,0,1,Intel,Intel,55890.72
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,16.0,512GB SSD,Nvidia Quadro M620,Windows 10,2.17,2.7,1920,1080,0,1,Intel,Nvidia,124568.64
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2.8,1920,1080,0,0,Intel,Nvidia,101178.72
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.36,2.7,1920,1080,0,1,Intel,Intel,95797.44
Asus,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,0.91,2.7,1920,1080,0,0,Intel,Intel,103896.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,2.5,1920,1080,0,1,Intel,Nvidia,53918.8272
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,32.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,2.7,1920,1080,1,0,Intel,Intel,149130.72
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,2.8,1920,1080,0,0,Intel,Nvidia,71928.0
Acer,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8GB,8.0,1TB HDD,AMD Radeon RX 540,Windows 10,2.2,2.5,1366,768,0,0,AMD,AMD,30849.12
Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,24.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33,2.6,1920,1080,1,1,Intel,Nvidia,67612.32
Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8GB,8.0,180GB SSD,Intel HD Graphics 520,Windows 10,1.3,2.3,1366,768,0,1,Intel,Intel,58554.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,2.17,1.8,1920,1080,0,0,Intel,Intel,47893.392
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,8.0,1TB SSD,Intel HD Graphics 620,Windows 10,1.48,2.8,1920,1080,0,0,Intel,Intel,93186.72
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,2.4,1920,1080,0,1,Intel,Intel,50562.72
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,2.5,1920,1080,0,1,Intel,Intel,48538.08
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,64GB Flash Storage,Intel HD Graphics 500,Windows 10 S,1.2,1.1,1366,768,0,0,Intel,Intel,18115.2
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,2.5,1366,768,0,0,Intel,AMD,32979.7872
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1.6,1920,1080,1,1,Intel,Intel,85194.72
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,1.1,1366,768,0,0,Intel,Intel,15930.72
Lenovo,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,16GB SSD,Intel HD Graphics 400,Chrome OS,1.25,1.6,1366,768,0,0,Intel,Intel,14119.2
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,2.5,1920,1080,0,0,Intel,Intel,50562.72
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.0,2.7,1920,1080,0,0,Intel,Intel,65214.72
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2,1.6,1920,1080,0,1,Intel,Nvidia,32660.64
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.34,2.7,1920,1080,0,1,Intel,Intel,70489.44
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,2.8,1920,1080,0,1,Intel,Nvidia,61218.72
Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.29,2.5,1920,1080,1,1,Intel,Intel,47898.72
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,4.0,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2,2.7,1920,1080,0,0,Intel,Nvidia,34045.92
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,2.5,1920,1080,0,0,Intel,Intel,44542.08
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,1.8,1920,1080,0,0,Intel,AMD,64961.1072
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1.8,1920,1080,0,1,Intel,Nvidia,74589.336
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,1.1,1366,768,0,0,Intel,Intel,13053.6
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,4.0,1TB HDD,Intel UHD Graphics 620,Windows 10,2.04,1.6,1366,768,1,0,Intel,Intel,27783.9216
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,24.0,512GB SSD,Nvidia GeForce GTX1080,Windows 10,2.24,2.8,1920,1080,0,0,Intel,Nvidia,158135.04
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,2.5,1920,1080,0,0,Intel,Nvidia,47365.92
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,2.8,1920,1080,0,0,Intel,Nvidia,80133.12
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,2.8,1920,1080,0,1,Intel,Nvidia,74538.72
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2.7,1920,1080,0,1,Intel,Intel,74538.72
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,2.6,1920,1080,0,0,Intel,Intel,68184.0144
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.63,2.0,1366,768,0,0,Intel,Intel,36709.92
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8,1.6,1920,1080,0,1,Intel,AMD,47365.92
Lenovo,Notebook,24.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,2.02,2.3,1920,1080,0,0,Intel,Intel,71395.2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2,2.7,1920,1080,0,0,Intel,Nvidia,42570.72
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,8.0,2TB HDD,Nvidia GeForce 920MX ,No OS,2.2,2.0,1366,768,0,0,Intel,Nvidia,24455.52
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3,2.5,1920,1080,0,0,Intel,AMD,31168.8
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,2.8,1920,1080,0,0,Intel,Intel,73366.56
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,160520.3856
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,2.5,1920,1080,0,1,Intel,Intel,45820.8
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.0,2.7,3840,2160,0,1,Intel,Nvidia,69210.72
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.2,1.1,1920,1080,0,1,Intel,Intel,19660.32
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,2.5,1920,1080,0,1,Intel,Nvidia,87858.72
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,2.8,1920,1080,0,0,Intel,Nvidia,72940.32
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,1.6,1920,1080,0,0,Intel,AMD,42486.0048
HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,4.0,256GB SSD,Intel HD Graphics 405,Windows 10,1.86,1.6,1920,1080,0,0,Intel,Intel,21258.1872
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62,2.8,1920,1080,0,0,Intel,Nvidia,95850.72
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.87,2.7,1920,1080,0,1,Intel,Nvidia,45767.52
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1.8,3200,1800,1,0,Intel,Intel,74538.72
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,2.0,1920,1080,0,0,Intel,Intel,39207.1536
HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,2.7,3200,1800,0,1,Intel,Intel,61005.6
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,2.5,1920,1080,0,0,Intel,Nvidia,42517.44
Asus,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,4.0,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2.0,1.8,1366,768,0,0,AMD,AMD,18594.72
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.1,2.4,1920,1080,0,0,Intel,Intel,37589.04
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.87,2.5,1920,1080,0,0,Intel,Intel,41824.8
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,1TB HDD,Intel HD Graphics 520,No OS,2.15,2.3,1920,1080,0,0,Intel,Intel,24634.008
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,2.0,1920,1080,0,0,Intel,Intel,21152.16
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.99,2.7,1920,1080,0,1,Intel,Intel,92121.12
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.2,2.0,1920,1080,0,0,Intel,Intel,26586.72
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,2.5,1920,1080,0,0,Intel,Intel,59513.2272
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,143802.72
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.65,2.0,1600,900,0,0,Intel,Intel,28992.312
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,2.7,1920,1080,0,0,Intel,Nvidia,68198.4
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 500,Linux,2.0,1.1,1366,768,0,0,Intel,Intel,11934.72
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.35,1.44,1920,1080,0,1,Intel,Intel,13586.4
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,6.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,2.7,1600,900,0,0,Intel,Nvidia,50562.72
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6GB,6.0,128GB SSD,AMD Radeon 530,Windows 10,1.91,2.5,1920,1080,0,1,AMD,AMD,30310.992
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,2.0,1366,768,0,0,Intel,AMD,32921.712
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25,2.0,1920,1080,1,1,Intel,Intel,18594.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.05,2.7,1920,1080,0,0,Intel,Intel,33566.4
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,16.0,512GB SSD,Intel HD Graphics 515,Windows 10,1.16,1.2,3200,1800,1,1,Intel,Intel,104695.2
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia Quadro M620M,Windows 10,3.4,2.8,1920,1080,0,1,Intel,Nvidia,159786.72
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,2.5,1920,1080,0,0,Intel,Nvidia,44701.92
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,8.0,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1.6,3840,2160,1,1,Intel,Intel,85194.72
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.93,2.6,1366,768,0,0,Intel,Intel,51095.52
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 505,Windows 10,2.2,1.1,1920,1080,0,0,Intel,Intel,18328.32
Lenovo,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.02,2.5,1366,768,0,0,Intel,Intel,52747.2
HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,8.0,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,2.8,1600,900,0,0,Intel,Nvidia,99153.5472
HP,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,8.0,2TB HDD,Intel HD Graphics 405,Windows 10,1.94,1.6,1366,768,0,0,Intel,Intel,20725.92
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,6.0,256GB SSD,AMD Radeon 530,Windows 10,1.95,3.0,1920,1080,0,1,AMD,AMD,34578.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,2.5,1920,1080,0,0,Intel,Intel,44222.4
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.05,1.6,1920,1080,0,0,Intel,Intel,36496.8
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,4.0,32GB SSD,Intel HD Graphics,Windows 10,1.4,1.44,1920,1080,0,0,Intel,Intel,13266.72
Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.24,2.7,1920,1080,1,0,Intel,Intel,99367.2
